0.000000	0
0.000000	0
0.000000	0
0.010032	40
0.010032	40
0.010032	40
0.020064	40
0.020064	40
0.020064	40
0.020064	40
0.020896	40
0.030896	1080
0.030896	1080
0.030896	1080
0.031728	2120
0.031728	2120
0.031728	2120
0.040928	2120
0.040928	2120
0.040928	2120
0.040928	2120
0.041760	2120
0.041760	2120
0.041760	2120
0.041760	2120
0.042592	2120
0.043424	2120
0.051760	3160
0.051760	3160
0.051760	3160
0.052592	4200
0.052592	4200
0.052592	4200
0.053424	5240
0.053424	5240
0.053424	5240
0.054256	6280
0.054256	6280
0.054256	6280
0.061792	6280
0.061792	6280
0.061792	6280
0.061792	6280
0.062624	6280
0.062624	6280
0.062624	6280
0.062624	6280
0.063456	6280
0.063456	6280
0.063456	6280
0.063456	6280
0.064288	6280
0.064288	6280
0.064288	6280
0.064288	6280
0.065120	6280
0.065952	6280
0.066784	6280
0.067616	6280
0.072624	7320
0.072624	7320
0.072624	7320
0.073456	8360
0.073456	8360
0.073456	8360
0.074288	9400
0.074288	9400
0.074288	9400
0.075120	10440
0.075120	10440
0.075120	10440
0.075952	11480
0.075952	11480
0.075952	11480
0.076784	12520
0.076784	12520
0.076784	12520
0.077616	13560
0.077616	13560
0.077616	13560
0.078448	14600
0.078448	14600
0.078448	14600
0.082656	14600
0.082656	14600
0.082656	14600
0.082656	14600
0.083488	14600
0.083488	14600
0.083488	14600
0.083488	14600
0.084320	14600
0.084320	14600
0.084320	14600
0.084320	14600
0.085152	14600
0.085152	14600
0.085152	14600
0.085152	14600
0.085984	14600
0.085984	14600
0.085984	14600
0.085984	14600
0.086816	14600
0.086816	14600
0.086816	14600
0.086816	14600
0.087648	14600
0.087648	14600
0.087648	14600
0.087648	14600
0.088480	14600
0.088480	14600
0.088480	14600
0.088480	14600
0.089312	14600
0.090144	14600
0.090976	14600
0.091808	14600
0.092640	14600
0.093472	14600
0.093488	15640
0.093488	15640
0.093488	15640
0.094304	15640
0.094320	16680
0.094320	16680
0.094320	16680
0.095136	16680
0.095152	17720
0.095152	17720
0.095152	17720
0.095984	18760
0.095984	18760
0.095984	18760
0.096816	19800
0.096816	19800
0.096816	19800
0.097648	20840
0.097648	20840
0.097648	20840
0.098480	21880
0.098480	21880
0.098480	21880
0.099312	22920
0.099312	22920
0.099312	22920
0.100144	23960
0.100144	23960
0.100144	23960
0.100976	25000
0.100976	25000
0.100976	25000
0.101808	26040
0.101808	26040
0.101808	26040
0.102640	27080
0.102640	27080
0.102640	27080
0.103472	28120
0.103472	28120
0.103472	28120
0.103520	28120
0.103520	28120
0.103520	28120
0.103520	28120
0.104304	29160
0.104304	29160
0.104304	29160
0.104352	29160
0.104352	29160
0.104352	29160
0.104352	29160
0.105136	30200
0.105136	30200
0.105136	30200
0.105184	30200
0.105184	30200
0.105184	30200
0.105184	30200
0.105968	31240
0.105968	31240
0.105968	31240
0.106016	31240
0.106016	31240
0.106016	31240
0.106016	31240
0.106848	31240
0.106848	31240
0.106848	31240
0.107680	31240
0.107680	31240
0.107680	31240
0.108512	31240
0.108512	31240
0.108512	31240
0.109344	31240
0.109344	31240
0.109344	31240
0.110176	31240
0.110176	31240
0.110176	31240
0.111008	31240
0.111008	31240
0.111008	31240
0.111840	31240
0.111840	31240
0.111840	31240
0.112672	31240
0.112672	31240
0.112672	31240
0.113504	31240
0.113504	31240
0.113504	31240
0.114336	31240
0.114336	31240
0.114336	31240
0.114352	32280
0.114352	32280
0.114352	32280
0.115168	32280
0.115168	32280
0.115168	32280
0.115184	33320
0.115184	33320
0.115184	33320
0.116000	33320
0.116000	33320
0.116000	33320
0.116016	34360
0.116016	34360
0.116016	34360
0.116832	34360
0.116848	35400
0.116848	35400
0.116848	35400
0.117664	35400
0.117680	36440
0.117680	36440
0.117680	36440
0.118496	36440
0.118512	37480
0.118512	37480
0.118512	37480
0.119328	37480
0.119344	38520
0.119344	38520
0.119344	38520
0.120176	39560
0.120176	39560
0.120176	39560
0.121008	40600
0.121008	40600
0.121008	40600
0.121840	41640
0.121840	41640
0.121840	41640
0.122672	42680
0.122672	42680
0.122672	42680
0.123504	43720
0.123504	43720
0.123504	43720
0.124336	44760
0.124336	44760
0.124336	44760
0.124384	44760
0.124384	44760
0.124384	44760
0.125168	45800
0.125168	45800
0.125168	45800
0.125216	45800
0.125216	45800
0.125216	45800
0.126000	46840
0.126000	46840
0.126000	46840
0.126048	46840
0.126048	46840
0.126048	46840
0.126832	47880
0.126832	47880
0.126832	47880
0.126880	47880
0.126880	47880
0.126880	47880
0.127664	48920
0.127664	48920
0.127664	48920
0.127712	48920
0.127712	48920
0.127712	48920
0.128496	49960
0.128496	49960
0.128496	49960
0.128544	49960
0.128544	49960
0.128544	49960
0.129328	51000
0.129328	51000
0.129328	51000
0.129376	51000
0.129376	51000
0.129376	51000
0.130160	52040
0.130160	52040
0.130160	52040
0.130208	52040
0.130208	52040
0.130208	52040
0.131040	52040
0.131040	52040
0.131040	52040
0.131872	52040
0.131872	52040
0.131872	52040
0.132704	52040
0.132704	52040
0.132704	52040
0.133536	52040
0.133536	52040
0.133536	52040
0.134368	52040
0.134368	52040
0.134368	52040
0.135200	52040
0.135200	52040
0.135200	52040
0.135216	53080
0.135216	53080
0.135216	53080
0.136032	53080
0.136032	53080
0.136032	53080
0.136048	54120
0.136048	54120
0.136048	54120
0.136864	54120
0.136864	54120
0.136864	54120
0.136880	55160
0.136880	55160
0.136880	55160
0.137696	55160
0.137696	55160
0.137696	55160
0.137712	56200
0.137712	56200
0.137712	56200
0.138528	56200
0.138528	56200
0.138528	56200
0.138544	57240
0.138544	57240
0.138544	57240
0.139360	57240
0.139360	57240
0.139360	57240
0.139376	58280
0.139376	58280
0.139376	58280
0.140192	58280
0.140192	58280
0.140192	58280
0.140208	59320
0.140208	59320
0.140208	59320
0.141040	60360
0.141040	60360
0.141040	60360
0.141872	61400
0.141872	61400
0.141872	61400
0.142704	62440
0.142704	62440
0.142704	62440
0.143536	63480
0.143536	63480
0.143536	63480
0.144368	64520
0.144368	64520
0.144368	64520
0.145200	65560
0.145200	65560
0.145200	65560
0.145248	65560
0.145248	65560
0.145248	65560
0.146032	66600
0.146032	66600
0.146032	66600
0.146080	66600
0.146080	66600
0.146080	66600
0.146864	67640
0.146864	67640
0.146864	67640
0.146912	67640
0.146912	67640
0.146912	67640
0.147696	68680
0.147696	68680
0.147696	68680
0.147744	68680
0.147744	68680
0.147744	68680
0.148528	69720
0.148528	69720
0.148528	69720
0.148576	69720
0.148576	69720
0.148576	69720
0.149360	70760
0.149360	70760
0.149360	70760
0.149408	70760
0.149408	70760
0.149408	70760
0.150192	71800
0.150192	71800
0.150192	71800
0.150240	71800
0.150240	71800
0.150240	71800
0.151024	72840
0.151024	72840
0.151024	72840
0.151072	72840
0.151072	72840
0.151072	72840
0.151904	72840
0.151904	72840
0.151904	72840
0.152736	72840
0.152736	72840
0.152736	72840
0.153568	72840
0.153568	72840
0.153568	72840
0.154400	72840
0.154400	72840
0.154400	72840
0.155232	72840
0.155232	72840
0.155232	72840
0.156064	72840
0.156064	72840
0.156064	72840
0.156080	73880
0.156080	73880
0.156080	73880
0.156896	73880
0.156896	73880
0.156896	73880
0.156912	74920
0.156912	74920
0.156912	74920
0.157728	74920
0.157728	74920
0.157728	74920
0.157744	75960
0.157744	75960
0.157744	75960
0.158560	75960
0.158560	75960
0.158560	75960
0.158576	77000
0.158576	77000
0.158576	77000
0.159392	77000
0.159392	77000
0.159392	77000
0.159408	78040
0.159408	78040
0.159408	78040
0.160224	78040
0.160224	78040
0.160224	78040
0.160240	79080
0.160240	79080
0.160240	79080
0.161056	79080
0.161056	79080
0.161056	79080
0.161072	80120
0.161072	80120
0.161072	80120
0.161904	81160
0.161904	81160
0.161904	81160
0.162736	82200
0.162736	82200
0.162736	82200
0.163568	83240
0.163568	83240
0.163568	83240
0.164400	84280
0.164400	84280
0.164400	84280
0.165232	85320
0.165232	85320
0.165232	85320
0.166064	86360
0.166064	86360
0.166064	86360
0.166112	86360
0.166112	86360
0.166112	86360
0.166896	87400
0.166896	87400
0.166896	87400
0.166944	87400
0.166944	87400
0.166944	87400
0.167728	88440
0.167728	88440
0.167728	88440
0.167776	88440
0.167776	88440
0.167776	88440
0.168560	89480
0.168560	89480
0.168560	89480
0.168608	89480
0.168608	89480
0.168608	89480
0.169392	90520
0.169392	90520
0.169392	90520
0.169440	90520
0.169440	90520
0.169440	90520
0.170224	91560
0.170224	91560
0.170224	91560
0.170272	91560
0.170272	91560
0.170272	91560
0.171056	92600
